Title,Author Info,Abstract
Performance of temperature adaptive microcapsules in self-healing cementitious materials under different mixing temperatures,"J Ren, X Wang, D Li, S Xu, B Dong, F Xing - Construction and Building …, 2021 - Elsevier","… on the performance of self-healing cementitious material with different TAM content was … 
Finally, the self-healing performance of TAM40 in cementitious material was investigated by …"
Crack extension and possibility of debonding in encapsulation-based self-healing materials,"W Li, Z Jiang, Z Yang - Materials, 2017 - mdpi.com","… -inspired self-healing materials are of great interest to material … to attempt to endow materials 
with self-healing abilities [1,2,3,… Encapsulation-based self-healing materials are one of the …"
Ionomer self-healing material applications,"A Goldsmith - 2nd AIAA"" Unmanned Unlimited"" Conf. and Workshop …, 2003 - arc.aiaa.org","… of a water cube meant to simulate the pressures on the material seen in fuel tank construction. 
Testing resulted in the material fully sealing against threats 12.7-mm and below on the …"
[PDF][PDF] Self-healing concrete,"H Jonkers - Ingenia, 2011 - ingenia.org.uk","… Concrete is still one of the main materials used in the construction … the self-healing material 
and observed over two to four years. Structures will be fitted with some panels of self-healing …"
Feasibility of self-healing in cementitious materials–By using capsules or a vascular system?,"H Huang, G Ye, Z Shui - Construction and Building materials, 2014 - Elsevier","… self-healing in cementitious materials with saturated Ca(OH) 2 solution as a healing agent, 
supplied by using capsules and a vascular system. Materials … efficiency of self-healing. The …"
Evaluation of Self-Healing Performance for Mortar Beams Containing Self-Healing Materials,"DI Shin, H Muhammad, KS Min, KM Lee… - Journal of the Korea …, 2020 - koreascience.kr","… , the self-healing performance of mortar beams containing self-healing materials was 
evaluated … Construction and Building Materials, 112, 1123-1132. 5. Bhaskar, S., Hossain, KMA, …"
Self-healing in cementitious materials—A review,"K Van Tittelboom, N De Belie - Materials, 2013 - mdpi.com","… Concrete is the most widely used construction material because of its high compressive … 
Intrinsic self-healing materials exhibit self-healing properties due to the composition of the …"
[BOOK][B] Self-healing materials as biomimetic smart structures,"L Drenchev, JJ Sobczak - 2014 - researchgate.net","This paper is devoted to theoretical and practical aspects of self-healing materials, treated 
as a result of inspiration with biological intelligent structures (biomimetics). It describes the …"
Bio-based self-healing concrete: from research to field application,"E Tziviloglou, K Van Tittelboom, D Palin, J Wang… - … -healing materials, 2016 - Springer","… self-healing concrete able to self-repair as a result of the metabolic activity of bacteria. Various 
research groups have studied bio-based self-healing … Bio-based self-healing concrete …"
Modeling microcapsule-enabled self-healing cementitious composite materials using discrete element method,"S Zhou, H Zhu, JW Ju, Z Yan… - International Journal of …, 2017 - journals.sagepub.com","… -enabled self-healing cementitious materials under compressive loading … of the 
microcapsule-enabled self-healing material on (a) the … -enabled self-healing materials on the …"
Self-healing capacity of fiber reinforced cementitious composites. State of the art and perspectives,"E Cuenca, L Ferrara - KSCE Journal of Civil Engineering, 2017 - Springer","… Regarding the future use of self-healing materials in large… industrial production of selfhealing 
materials should be evaluated. … self-healing in cement based construction materials.” Smart …"
[PDF][PDF] Self-healing ability of high-strength fibre-reinforced concrete with fly ash and crystalline admixture,"TCS Reddy, A Ravitheja, C Sashidhar - Civ. Eng. J, 2018 - core.ac.uk","… Currently, construction material such as concrete is highly … and lower expense than other 
construction materials. However, a … The self-healing material microstructure characterisation …"
Effect of cement powder based self-healing solid capsule on the quality of mortar,"SR Oh, YW Choi, YJ Kim - Construction and Building Materials, 2019 - Elsevier","In this study, self-healing solid capsule (SHC) were prepared by using cement powder for 
crack self-healing of concrete structure. The plain mix was selected that considering the loss …"
Construction and demolition waste-based self-healing geopolymer composites for the built environment: An environmental profile assessment and optimization,"N Mir, SA Khan, A Kul, O Sahin, E Ozcelikci… - Construction and …, 2023 - Elsevier","… self-healing geopolymer materials at the early stages of development. In this work, an LCA 
was performed for CDW-based self-healing … 100 % CDW-based self-healing geopolymer was …"
Enhanced self-healing process of sustainable asphalt materials containing microcapsules,"D Sun, Q Pang, X Zhu, Y Tian, T Lu… - … Sustainable Chemistry & …, 2017 - ACS Publications","… Asphalt is a typical self-healing material, but the healing process … were fabricated to 
enhance the self-healing ability of asphalt. … A ductility self-healing test, along with fluorescence …"
Recent advances on self-healing of bituminous materials by the action of encapsulated rejuvenators,"I Gonzalez-Torre, J Norambuena-Contreras - Construction and Building …, 2020 - Elsevier","… Self-healing materials are defined as artificial or synthetically created materials that have a 
… new bio-inspired self-healing construction materials imitating the self-healing mechanisms of …"
Combined effect of rice husk ash and superabsorbent polymer on self-healing capability of mortar,"P Chindasiriphan, H Yokota, Y Kawabata… - Construction and …, 2022 - Elsevier","… for self-healing material. Therefore, the combination of RHA and SAP potentially enhances 
the self-healing … for combination of RHA and SAP as self-healing additives. High-Ca fly ash is …"
[HTML][HTML] Advancements in bacteria based self-healing concrete and the promise of modelling,"M Bagga, C Hamley-Bennett, A Alex… - Construction and …, 2022 - Elsevier","In the last two decades self-healing of concrete through microbial based carbonate precipitation 
has emerged as a promising technology for making concrete structures more resilient …"
Coordinated sensing and active repair for self-healing,"DA Hurley, DR Huston - Smart Materials and Structures, 2011 - iopscience.iop.org","… specific to the construction and … self-healing materials, a smart self-healing system offers 
the potential of enhanced performance and versatility over conventional self-healing materials. …"
Polymeric Halogen‐Bond‐Based Donor Systems Showing Self‐Healing Behavior in Thin Films,"R Tepper, S Bode, R Geitner, M Jäger… - Angewandte Chemie …, 2017 - Wiley Online Library","… in solution and were further utilized for the construction of cross-linked polymer films with the 
… such materials. In this regard, the aim of this study is to generate self-healing materials by …"
[HTML][HTML] Self-healing cement concrete composites for resilient infrastructures: A review,"W Zhang, Q Zheng, A Ashour, B Han - Composites Part B: Engineering, 2020 - Elsevier","… to find an alternative construction material for concrete. This is … For brittle self-healing materials, 
they should be embedded … failure of brittle self-healing materials during crack formation, …"
Effect of nano-SiO2 and nano-CaO in autogenous Self-healing efficiency,"T Evangelia, S Maria - Materials Today: Proceedings, 2021 - Elsevier","… , as smart ones, and their use in construction is … materials of high mechanical strength, 
nowadays, the goal is to produce reliable materials that can heal their flaws (self-healing materials)…"
Self‐healing biomaterials: The next generation is nano,"SD Menikheim, EB Lavik - Wiley Interdisciplinary Reviews …, 2020 - Wiley Online Library","… into other places, such as cracks in the construction. When the water vaporized, the lime was 
… to the nonself-healing materials as the self-healing materials can repair small cracks in the …"
Multistimuli-responsive intrinsic self-healing epoxy resin constructed by host–guest interactions,"Z Hu, D Zhang, F Lu, W Yuan, X Xu, Q Zhang… - …, 2018 - ACS Publications","… strategy to develop intrinsic self-healing materials. Host–… approach to design self-healing 
materials in recent years. … candidate for the construction of self-healing materials. CDs can form …"
[BOOK][B] Self-healing polymer-based systems,"S Thomas, A Surendran - 2020 - books.google.com","… self-healing materials find potential applications in automobile, civil, and aerospace applications. 
Self-healing materials … muli for construction of the self-healing polymeric materials. Also …"
Recent development and biomedical applications of self-healing hydrogels,"Y Wang, CK Adokoh, R Narain - Expert Opinion on Drug Delivery, 2018 - Taylor & Francis","… one-step method for the construction of self-healing hydrogel through the dynamic 
covalent … of self-healing materials in 3D bioprinting. One of the major advance of self-healing-materials…"
Characterisation of a vascular self-healing cementitious material system: Flow and curing properties,"T Selvarajoo, RE Davies, DR Gardner… - Construction and …, 2020 - Elsevier","… the moisture distribution in self-healing cementitious materials. The above types of … self-healing 
materials, as well as on characterising the properties of various self-healing materials. …"
"Low-carbon self-healing concrete: state-of-the-art, challenges and opportunities","D Albuhairi, L Di Sarno - Buildings, 2022 - mdpi.com","… engineering material, concrete contributes greatly to the impact of the construction industry 
… phenomenon of concrete cracking, the construction industry can expect promising lifecycles …"
Immobilized bacteria with pH-response hydrogel for self-healing of concrete,"M Gao, J Guo, H Cao, H Wang, X Xiong… - Journal of environmental …, 2020 - Elsevier","… Concrete is significant for construction. A problem in application is the appearance of cracks 
… The results reveal self-healing properties of concretes. A healing crack of 4 cm length and 1 …"
Promoting healing progress in polymer composites based on Diels‐Alder reaction by constructing silver bridges,"S Ding, J Zhang, L Zhou, Y Luo - Polymers for Advanced …, 2021 - Wiley Online Library","… This work may offer a novel strategy for balancing relation between mechanical property, 
healing ability and healing progress in the field of self-healing materials application. …"
Exploration and Application of Self‐Healing Strategies in Lithium Batteries,"W Ma, S Wan, X Cui, G Hou, Y Xiao… - … Functional Materials, 2023 - Wiley Online Library","… In this review, the applicability and development of self-healing materials are summarized 
in … since fabricated by Meijer group in 2003 for constructing fast self-healing materials with …"
Experimental observation of the self-healing microcapsules containing rejuvenator states in asphalt binder,"JF Su, S Han, YY Wang, E Schlangen, NX Han… - Construction and …, 2017 - Elsevier","… particles used to increase the self-healing capability of asphalt. … observe the states of 
self-healing microcapsules in asphalt … and play the role of self-healing material in asphalt binders. …"
Application of sodium silicate solution as self-healing agent in cementitious materials,"H Huang, G Ye, C Leung, K Wan - … on advances in construction materials …, 2011 - rilem.net","… Abstract: The application of sodium silicate solution as self-healing agent was investigated 
… The healing agent was released into the cracks to promote self-healing. The self-healing …"
Damage sensing and self-healing materials through microencapsulation process,O Ferrulli - 2015 - politesi.polimi.it,"… The self-healing material has a similar action mechanism but differs in the encapsulated … 
encapsulation of various core materials. For the self-healing coatings fabrication, different …"
A Self-Healing Material Based on Microcapsules of Poly (Urea-Formaldehyde)/Bis-Propargyl-Succinate Containing in Polyurethane Matrix,"TS VO, TTBC VO, ND Pham, TNH Lai - Journal of the Turkish …, 2021 - dergipark.org.tr","… Abstract: With the development of current technology, several concepts of self-healing 
materials (SHMs) have recently been proposed, and capsule-based SHMs are explored. In our …"
Novel waterproof bituminous coating using self-healing microcapsules containing ultraviolet light curing agent,"P Yang, X Gao, S Wang, JF Su, LQ Wang - Construction and Building …, 2022 - Elsevier","… an operable and convenient self-healing technology for bituminous coating. … materials, 
self-healing technology is a realizable ideal technology route. Interestingly, self-healing material …"
Multifaceted bioinspired hyperbranched polyurethane nanocomposite as a non-contact triggered self-healing material,"R Duarah, A Deka, N Karak - Express Polymer Letters, 2020 - search.proquest.com","… Moreover they displayed efficient self-healing behavior within just 20 s under microwave (360 
W). … nanocomposite as a potential high performing self-healing and self-cleaning material. …"
Dynamic behavior of microcapsule-based self-healing concrete subjected to impact loading,"Y Huang, X Wang, M Sheng, D Qin, J Ren… - Construction and …, 2021 - Elsevier","This paper reports an experimental investigation on the dynamic behavior of microcapsule-based 
self-healing concrete subjected to impact loading. Dynamic impact tests were carried …"
Constructing an antibiofouling and mineralizing bioactive tooth surface to protect against decay and promote self-healing,"L Zhou, HM Wong, YY Zhang, QL Li - ACS applied materials & …, 2019 - ACS Publications","… An innovative strategy was proposed to prevent dental caries and achieve self-healing of 
the … effectively induce in situ self-healing remineralization for treatment of the decayed tooth. …"
3D-printed self-healing elastomers for modular soft robotics,"EF Gomez, SV Wanasinghe, AE Flynn… - … Applied Materials & …, 2021 - ACS Publications","… chains that bond materials after synthesis. Self-healing materials generally consist of two … 
The combination of VP-3DP, self-healing, and MSR enables facile construction of macroscale …"
"[HTML][HTML] Volume fraction, thickness, and permeability of the sealing layer in microbial self-healing concrete containing biogranules","YC Ersan, D Palin, SB Yengec Tasdemir… - Frontiers in Built …, 2018 - frontiersin.org","… Autonomous repair systems in construction materials have … been applied to enhance the 
self-healing capacity of concrete. … of healing agents for realizing self-healing concrete. The …"
[HTML][HTML] Impregnation and encapsulation of lightweight aggregates for self-healing concrete,"R Alghamri, A Kanellopoulos, A Al-Tabbaa - Construction and Building …, 2016 - Elsevier","… potential self-healing agents into lightweight aggregates (LWA) and the self-healing … a 
sodium silicate solution as a potential self-healing agent. Concrete specimens containing …"
A Review on Self-Healing Concrete,"DK Jaf, PI Abdulrahman - Advanced Materials Research, 2023 - Trans Tech Publ","… Despite good results of self-healing, its application in every engineering construction is still 
quite poor due to some disadvantages, mainly, economical aspects. Bacterial concrete is an …"
Hierarchically structured self‐healing sensors with tunable positive/negative piezoresistivity,"X Liu, G Su, Q Guo, C Lu, T Zhou… - … Functional Materials, 2018 - Wiley Online Library","… sensor with tunable positive/negative piezoresistivity is designed by the construction of … 
d) Comparison of self-healing efficiency among different self-healing materials with stars …"
Application of microbial precipitation in self-healing concrete: A review on the protection strategies for bacteria,"Y Tang, J Xu - Construction and Building Materials, 2021 - Elsevier","… of the liquid-based self-healing material is a function of average crack opening distance 
rather than crack length, which derives from the classical fracture theory of isotropic material. …"
Sustainable bio-based earth mortar with self-healing capacity,"A Romano, H Mohammed… - … -Construction …, 2021 - icevirtuallibrary.com","… of materials towards an increasingly environmentally conscious built environment. Self-healing 
materials … Self-healing behaviour can be grouped into three main categories: natural, …"
Geometrical probability of a capsule hitting irregular crack networks: Application to capsule-based self-healing materials,"Z Lv, J Yao, G Cui, H Chen - Applied Mathematical Modelling, 2022 - Elsevier","… to develop and design the capsule-based self-healing materials. In this paper, by means of 
… materials the approximated cracks models are induced in the self-healing materials and the …"
[PDF][PDF] The role of using self-healing materials in Architecture With a sustainability approach in buildings,"S Kalantari, N Adimi, A Azmoudeh - researchgate.net","… For achieving this goal, building materials play a decisive role. Intelligent … selfhealing 
materials can reduce the harmful effects of construction by increasing the quality of construction …"
Self-healing polymer design from dynamic B–O bonds to their emerging applications,"J Zheng, XY Oh, E Ye, WH Chooi, Q Zhu… - Materials Chemistry …, 2023 - pubs.rsc.org","… for the construction of a myriad of recyclable materials. In this … Alternatively, intrinsic self-healing 
materials have aroused … -covalent or covalent bonds in the material. Examples of non-…"
Activated chemicals of cementitious capillary crystalline waterproofing materials and their self-healing behaviour,"G Li, X Huang, J Lin, X Jiang, X Zhang - Construction and Building …, 2019 - Elsevier","… Nowadays, self-healing materials are attracting plenty of attentions and have been applied 
in many fields [9], [10], [11], [12]. With self-healing ability, the number and size of racks could …"
A review of intrinsic self-healing capability of engineered cementitious composites: Recovery of transport and mechanical properties,"G Yıldırım, ÖK Keskin, SB Keskin, M Şahmaran… - Construction and …, 2015 - Elsevier","… excellent for intrinsic self-healing due to tight crack … materials in their mixture proportions. 
This paper details the parameters governing self-healing efficiency and the effect of self-healing …"
[HTML][HTML] Additively manufactured self-healing structures with embedded healing agent reservoirs,"K Davami, M Mohsenizadeh, M Mitcham, P Damasus… - Scientific reports, 2019 - nature.com","… Self-healing materials with the ability to partially or completely restore their mechanical … 
Here, we demonstrate a bio-inspired new design for self-healing materials, where unit cells …"
Bacteria-based self-healing concrete: evaluation of full scale demonstrator projects,"R Mors, HM Jonkers - RILEM Technical Letters, 2019 - letters.rilem.net","… self-healing agent as developed by the Delft research group in two repair mortar- and in 
two concrete construction … to self-healing materials. Comput Mater Sci (2011) 20: 3323-3333. …"
Functional materials with self-healing properties: A review,"MM Song, YM Wang, XY Liang, XQ Zhang, S Zhang… - Soft Matter, 2019 - pubs.rsc.org","… In summary, we believe that functional self-healing materials have great potential in a 
wide range of applications and will undergo significant development in the future. Effective …"
Application of hierarchical bonds for construction an anti-corrosion coating with superior intrinsic self-healing function,"Y Li, D Zhang, J Li, J Lu, X Zhang, L Gao - Colloids and Surfaces A …, 2022 - Elsevier","… functional damage, researchers propose anti-corrosion coatings with bionic self-healing 
functions [1]. The self-healing coatings can sense the defects in the coatings and spontaneously …"
Self-healing assessment of cementitious mortars through ultrasonic monitoring,"G Lefever, D Van Hemelrijck, D Snoeck… - Cement and Concrete …, 2022 - Elsevier","… real life construction elements. However, the existing methods used to assess the self-healing … 
properties of the material under study allows to assess the self-healing effectiveness and …"
Highly robust and self-powered electronic skin based on tough conductive self-healing elastomer,"X Xun, Z Zhang, X Zhao, B Zhao, F Gao, Z Kang… - ACS …, 2020 - ACS Publications","… skin by the preparation of conductive self-healing PUE and the construction of the … self-healing 
materials can be employed to endow the triboelectric layer or electrode with a self-healing …"
Recent advances of self-healing polymer materials via supramolecular forces for biomedical applications,"J Xie, P Yu, Z Wang, J Li - Biomacromolecules, 2022 - ACS Publications","… materials, elastomers, and flexible electronic devices. Nevertheless, self-healing materials 
… supramolecular forces used in preparing self-healing materials and then describe biological …"
Fabrication of Highly Thermally Resistant and Self‐Healing Polysiloxane Elastomers by Constructing Covalent and Reversible Networks,"Y Cai, Y Wang, L Long, S Zhou, L Yan… - Macromolecular …, 2023 - Wiley Online Library","… self-healing materials which are favorable for high temperature resistance deteriorates their 
self-healing performance or the materials … As a result, developing self-healing materials with …"
Properties of Ca-alginate capsules to maximise asphalt self-healing properties,"N Ruiz-Riancho, A Garcia, D Grossegger… - Construction and …, 2021 - Elsevier","… a self-healing material, which implies that its cracks can close autonomously. The limitation 
is that the self-healing … To improve the self-healing rate, encapsulated oil has been added to …"
Self-healing materials: fabrication technique and applications—a critical review,"NK Gupta, V Srivastava, N Somani - International Journal on Interactive …, 2023 - Springer","… This is a result of the accomplishment of a reduced mass construction while simultaneously 
increasing the service life [37, 38]. There is still a significant distance to travel before a fully …"
Self-adaptive construction materials: future directions,"A Kanellopoulos, M Theodoridou, M Harbottle… - … Construction Materials …, 2022 - Springer","… Self-healing construction materials have caused great interest in the last decade due to their 
several applications for civil engineering. A self-healing material is … A self-healing material is …"
Synthesis and characterization of self-healing geopolymer composite,"M Alshaaer - Construction and Building Materials, 2020 - Elsevier","… A further possible means of achieving self-healing is through the incorporation of nutrients, 
… The main objective of this work is to develop new self-healing composite materials by …"
Self-healing polymers with tunable mechanical strengths via combined hydrogen bonding and zinc-imidazole interactions,"X Cui, Y Song, JP Wang, JK Wang, Q Zhou, T Qi, GL Li - Polymer, 2019 - Elsevier","… been reported for construction of strong self-healing materials [34]… enhance the mechanical 
properties of self-healing materials [35]. … Herein, we report self-healing materials with tunable …"
Bio-complementary supramolecular polymers with effective self-healing functionality,"CC Cheng, FC Chang, SA Dai, YL Lin, DJ Lee - RSC advances, 2015 - pubs.rsc.org","… for efficient construction of supramolecular polymer networks; these … self-healing materials 
for specific requirements. Stimuli-responsive materials with excellent dynamic and self-healing …"
Self-healing cement—novel technology to achieve leak-free wells,"P Cavanagh, CR Johnson, S LeRoy-Delage… - SPE/IADC Drilling …, 2007 - onepetro.org","… If there is no change in current well construction techniques and materials, the incidence of 
… a self-healing material. Hydrocarbons would activate the self-healing material whenever the …"
Self-healing ionic liquid-based electronics and beyond,"S Liao, X Lian, Y Wang - Chinese Journal of Polymer Science, 2021 - Springer","… designing self-healing and recyclable electronic materials and … in self-healing polymer 
network, constructing intrinsically … of ionic liquid-based self-healing materials and improvement of …"
A thermodynamically consistent viscoelastic–viscoplastic constitutive model for self-healing materials,"H Shahsavari, M Baghani… - … Intelligent Material …, 2018 - journals.sagepub.com","… Self-healing materials are a class of intelligent materials that have the ability to recover the 
weakened mechanical properties resulted from the damage. The damage is typically induced …"
An extensive review of the repair behavior of smart self-healing polymer matrix composites,"A Ghorbanpour Arani, N Miralaei, A Farazin… - Journal of Materials …, 2023 - Springer","… Also, in this review research, the growing trend of research in the field of self-healing materials, 
… According to the stated contents, the most important materials for the construction of the …"
Influence of bacteria in self healing of concrete-a review,"PVY Reddy, B Ramesh, LP Kumar - Materials Today: Proceedings, 2020 - Elsevier","… This paper reviews the work done previously on the self-healing of cracks in concrete, … 
attention in the past decade in the construction industry. Self-healing of cracks by bacteria is …"
Novel vascular self-nourishing and self-healing hollow fibers containing oily rejuvenator for bitumen,"XL Zhang, JF Su, YD Guo, XY Wang, Y Fang… - Construction and …, 2018 - Elsevier","… the self-healing bitumen has attracted increasing attention in self-healing materials because 
this smart self-healing … Predictably, self-healing materials may convert the construction and …"
"Super‐Tough, Self‐Healing Polyurethane Based on Diels‐Alder Bonds and Dynamic Zinc–Ligand Interactions","C Ouyang, C Zhao, W Li, X Wu, X Le… - … Materials and …, 2020 - Wiley Online Library","… [ 1 ] Inspired by nature, there is a growing interest in the design of self-healing materials, … 
properties must be developed for certain fields such as military and construction industries. [ 26 ] …"
[HTML][HTML] A probability characteristic of crack intersecting with embedded microcapsules in capsule-based self-healing materials,"Z Lv, M Shi, J Yuan, D Chen, M Guo… - … of Composite Materials, 2023 - degruyter.com","… [14] explored the construction technology of microbial self-healing concrete through 
engineering practice, indicating that the spray-dried fermentation bacterium method has great …"
Self-healing materials for potential use in textile and clothing applications,"A Dannehl, A Buhr, AS Leyton, L Hellweg… - … in Development and …, 2023 - journals.qucosa.de","… self-healing mechanisms such as release of healing agents or reversible crosslinking for the 
development of self-healing materials [4-8]. … Construction and Building Materials 2022, 328, …"
Construction of Stimuli-Responsive Self-Healing Supramolecular Materials Using Host-Guest Interaction,"Y TAKASHIMA, T KAKUTA, M NAKAHATA… - Nippon Gomu …, 2012 - jstage.jst.go.jp","… , self-healing and self-repairing materials should become valuable commodities. To create 
self-healing materials, our research focuses on the formation of supramolecular materials …"
[PDF][PDF] Investigate the Engineering Properties of Epoxy-Modified Mortars as Self-Healing Materials,"GF Huseien, HL Mutashar - IJERT, 2015 - researchgate.net","… to prepare polymericcementitious materials and their self-healing function is evaluated. … 
rocks used for construction worldwide since two centuries [1]. This material has transformed …"
[HTML][HTML] Modeling the capacity of engineered cementitious composites for self-healing using AI-based ensemble techniques,"H Alabduljabbar, K Khan, HH Awan, R Alyousef… - … in Construction Materials, 2023 - Elsevier","… aid in self-healing. It is necessary to look at the capacity of ECC for self-healing – as … In: 
Proceedings of the 2nd international conference on self-healing materials, Chicago, IL, …"
Effect of fiber reinforcement on self-healing ability of asphalt mixture induced by microwave heating,"H Yang, J Ouyang, Z Jiang, J Ou - Construction and Building Materials, 2023 - Elsevier","… on the healing ability of the mixture, CF is not suitable as a good self-healing material for 
asphalt mixture. SF and SW are recommended as self-healing materials for asphalt mixture. …"
[HTML][HTML] Macro mechanical properties of self healing concrete with crystalline admixture under different environments,"TCS Reddy, A Ravitheja - Ain Shams Engineering Journal, 2019 - Elsevier","… Most of the research work for self-healing materials have been concentrated on cracks 
closing and regaining their durability and strength based mechanical properties. …"
Behaviour of pre-cracked self-healing cementitious materials under static and cyclic loading,"G Anglani, JM Tulliani, P Antonaci - Materials, 2020 - mdpi.com","… of self-healing materials after damage and subsequent autonomous repair is essential to 
validate their possible use in real structures. In this study, self-healing … in the construction sector …"
Development of Multi-Dimensional 3D Printed Vascular Networks for Self-Healing Materials,"IPS Qamar, RS Trask - Smart Materials, Adaptive …, 2017 - asmedigitalcollection.asme.org","… PLA is typically the material of choice for prototype construction, however we have shown … 
unsuitable for self-healing vascule construction. In order to identify a more suitable material, a …"
A self-healing elastomer based on an intrinsic non-covalent cross-linking mechanism,"J Chen, F Li, Y Luo, Y Shi, X Ma, M Zhang… - Journal of Materials …, 2019 - pubs.rsc.org","… this paper focuses on the designing of self-healing materials based on intrinsic non-covalent … 
bonds and van der Waals forces enabled the construction of multiple dynamic cross-linking …"
Investigating the electrothermal self-healing bituminous composite material using microcapsules containing rejuvenator with graphene/organic hybrid structure shells,"XL Zhang, YD Guo, JF Su, S Han, YY Wang… - Construction and …, 2018 - Elsevier","… Self-healing bituminous material has become a hot research topic in self-healing 
materials, and this smart self-healing approach is a promising a revolution in pavement …"
Rapid self-healing and tough polyurethane based on the synergy of multi-level hydrogen and disulfide bonds for healing propellant microcracks,"T Jing, X Heng, X Guifeng, L Li, P Li… - Materials Chemistry …, 2022 - pubs.rsc.org","… In short, our work provides an important idea for the development of high-strength, fast 
self-healing materials, and verifies the feasibility of its application in the propellant. …"
[PDF][PDF] The smart releasing behavior of a microcapsule based on chemical self-healing system caused by chemical trigger activation,"B Dong, Y Wang, N Han, F Xing - … Conference on Self-Healing Materials …, 2013 - Citeseer","… Concrete is a basic material used for modern construction. Due … Self-healing technology 
then has been introduced to repair … And practical requirements of self-healing concrete material …"
"Constructing stimuli-free self-healing, robust and ultrasensitive biocompatible hydrogel sensors with conductive cellulose nanocrystals","M Song, H Yu, J Zhu, Z Ouyang… - Chemical Engineering …, 2020 - Elsevier","… materials [23], [24], [25], [26], [27]. However, those materials suffered from low self-healing 
efficacy and poor mechanical toughness because these autonomous materials were based on …"
Preparation and application of recyclable multifunctional self-healing thioctic acid-based materials,"J Cui, X Su, B Jiao, Y Liao, W Xiang, Y Fang - European Polymer Journal, 2022 - Elsevier","… of TA-based materials has made remarkable progress, especially in self-healing materials. 
Using the … This custom molecular structure makes TA a potential candidate for constructing …"
A tough and self-healing polymer enabled by promoting bond exchange in boronic esters with neighboring hydroxyl groups,"ZH Zhao, DP Wang, JL Zuo, CH Li - ACS Materials Letters, 2021 - ACS Publications","… B–O bonds are effective for constructing self-healing polymers, because of their unique … 
self-healing polymers involves an extrinsic or intrinsic method. Extrinsic self-healing materials …"
