Title,Abstract,Journal,Language,Year,Month
Chitosan for constructing stable polymer-inorganic suspensions and multifunctional membranes for wound healing.,"Restricted by the rigid chain structure, chitosan-based materials are very fragile and easy to break up. Herein, a stable and positively charged chitosan/Ti<sub>3</sub>C<sub>2</sub>T<sub>x</sub> suspension was successfully constructed by adjusting mixing sequence, pH and ratio of chitosan to Ti<sub>3</sub>C<sub>2</sub>T<sub>x</sub> to prepare a multifunctional membrane (P-CM) with self-standing ability, good flexibility, biocompatibility, excellent photothermal antibacterial properties, and sensitive humidity sensing properties. In the first stage, protonated chitosan acted as sugar coatings was able to be encapsulated on the surface of Ti<sub>3</sub>C<sub>2</sub>T<sub>x</sub> nanosheets by electrostatic self-assembly, in turn achieving charge reversal of the nanoparticles. In the second stage, chitosan acted as molecular needles to suture the membrane formed by chitosan/Ti<sub>3</sub>C<sub>2</sub>T<sub>x</sub> particles via vacuum filtration (VAF) with the commercial flexible poly(vinylidene fluoride) (PVDF) membrane. The as-prepared P-CM membrane simultaneously solves the problem of insufficient flexibility of a single component chitosan membrane and the poor bonding between pure Ti<sub>3</sub>C<sub>2</sub>T<sub>x</sub> membranes and substrate membrane.",Carbohydrate polymers,eng,2022,Jun
Scalable and Mechanically Durable Superhydrophobic Coating of SiO<sub>2</sub>/Polydimethylsiloxane/Epoxy Nanocomposite.,"The mechanical durability of superhydrophobic surfaces is of significance for their practical applications. However, few reports about superhydrophobic coating on certain substrates took into consideration both the mechanical stability of the superhydrophobic coating and adhesion stability between the coating and the substrate. Herein, we put forward a facile and efficient strategy to construct robust superhydrophobic coatings by simply spray-coating a composite suspension of SiO<sub>2</sub> nanoparticles, polydimethylsiloxane (PDMS), and epoxy resin (EP) on substrates pretreated with an EP base-coating. The as-obtained coating exhibited excellent superhydrophobicity with water contact angle of 163° and sliding angle of 3.5°, which could endure UV irradiation of 180 h, immersion in acidic or basic solutions for 168 h, and outdoor exposure for over 30 days. Notably, the coating surface retained superhydrophobicity after being successively impacted with faucet water for 1 h, impinged with 360 g sand grains, and abraded with sandpaper of 120 grid under a load of 500 g for 5 m distance. The outstanding mechanical stability was mainly attributed to the cross-linking of EP and the elastic nature of PDMS which ensured strong cohesion inside the whole coating and to the substrate. Additionally, the coating showed self-healing capacity against O<sub>2</sub> plasma etching. The method is simple with the materials commercially available and is expected to be widely applied in outdoor applications.",ACS applied materials & interfaces,eng,2023,Jan
From intricate to integrated: Biofabrication of articulating joints.,"Articulating joints owe their function to the specialized architecture and the complex interplay between multiple tissues including cartilage, bone and synovium. Especially the cartilage component has limited self-healing capacity and damage often leads to the onset of osteoarthritis, eventually resulting in failure of the joint as an organ. Although in its infancy, biofabrication has emerged as a promising technology to reproduce the intricate organization of the joint, thus enabling the introduction of novel surgical treatments, regenerative therapies, and new sets of tools to enhance our understanding of joint physiology and pathology. Herein, we address the current challenges to recapitulate the complexity of articulating joints and how biofabrication could overcome them. The combination of multiple materials, biological cues and cells in a layer-by-layer fashion, can assist in reproducing both the zonal organization of cartilage and the gradual transition from resilient cartilage toward the subchondral bone in biofabricated osteochondral grafts. In this way, optimal integration of engineered constructs with the natural surrounding tissues can be obtained. Mechanical characteristics, including the smoothness and low friction that are hallmarks of the articular surface, can be tuned with multi-head or hybrid printers by controlling the spatial patterning of printed structures. Moreover, biofabrication can use digital medical images as blueprints for printing patient-specific implants. Finally, the current rapid advances in biofabrication hold significant potential for developing joint-on-a-chip models for personalized medicine and drug testing or even for the creation of implants that may be used to treat larger parts of the articulating joint. © 2017 The Authors. Journal of Orthopaedic Research Published by Wiley Periodicals, Inc. on behalf of the Orthopaedic Research Society. J Orthop Res 35:2089-2097, 2017.",Journal of orthopaedic research : official publication of the Orthopaedic Research Society,eng,2017,Oct
Realizing an All-Round Hydrogel Electrolyte toward Environmentally Adaptive Dendrite-Free Aqueous Zn-MnO<sub>2</sub> Batteries.,"Flexible energy storage devices are at the forefront of next-generation power supplies, one of the most important components of which is the gel electrolyte. However, shortcomings exist, more or less, for all the currently developed hydrogel electrolytes. Herein, a facile and cost-effective method is developed to construct an all-round hydrogel electrolyte by using cotton as the raw material, tetraethyl orthosilicate as the crosslinker, and glycerol as the antifreezing agent. The obtained hydrogel electrolyte has high ionic conductivity, excellent mechanical properties (e.g., high tensile strength and elasticity), ultralow freezing point, good self-healing ability, high adhesion, and good heat-resistance ability. Remarkably, this hydrogel electrolyte can provide a record-breaking high ionic conductivity of 19.4 mS cm<sup>-1</sup> at -40 °C compared with previously reported aqueous electrolytes for zinc-ion batteries. In addition, this hydrogel electrolyte can significantly inhibit zinc dendritic growth and parasitic side reactions from -40 to 60 °C. With this hydrogel electrolyte, a flexible quasi-solid-state Zn-MnO<sub>2</sub> battery is assembled, which shows remarkable energy densities from -40 to 60 °C. The battery also exhibits outstanding cycling durability and has high endurance under various harsh conditions. This work opens new opportunities for the development of hydrogel electrolytes.","Advanced materials (Deerfield Beach, Fla.)",eng,2021,Mar
3D Printable Organohydrogel with Long-Lasting Moisture and Extreme-Temperature Tolerance for Flexible Electronics.,"Hydrogels with high electrical conductivity and mechanical stretchability are promising materials for flexible electronics. However, traditional hydrogels are applied in short-term usage at room temperature or low temperature due to their poor water-retention ability and freezing-tolerance property. Here, a dually cross-linked glycerol-organohydrogel (GL-organohydrogel) based on GL and acrylic acid was synthesized in a GL-water binary solvent. Fe<sup>3+</sup> ions working as an electrolyte were added to improve the conductivity of the organohydrogel and form coordination interactions between Fe<sup>3+</sup> ions and carboxyl groups of acrylic acid. The strong hydrogen bonding between GL and water molecules firmly lock water in the organohydrogel network, thereby endowing the GL-organohydrogel with the antifreezing property, long-term stability, and moisture lock-in capability. Our organohydrogel could endure extremely low temperature (-80 °C) over 30 days without freezing and retain its water content (almost 100% of its initial state) after being stored at room temperature (25 °C, 54% humidity) for 30 days. It also demonstrated desired stretchable properties, conductivity, three-dimensional (3D) printability, and self-healing ability. A wearable data glove was constructed by using the GL-organohydrogel and digital light processing technology. This work opens a new avenue for developing hydrogels with long-term stability, moisture lock-in capability, and extreme-temperature tolerance for stretchable electronics.",ACS applied materials & interfaces,eng,2023,Sep
Repair of Avascular Meniscus Tears with Electrospun Collagen Scaffolds Seeded with Human Cells.,"The self-healing capacity of an injured meniscus is limited to the vascularized regions and is especially challenging in the inner avascular regions. As such, we investigated the use of human meniscus cell-seeded electrospun (ES) collagen type I scaffolds to produce meniscal tissue and explored whether these cell-seeded scaffolds can be implanted to repair defects created in meniscal avascular tissue explants. Human meniscal cells (derived from vascular and avascular meniscal tissue) were seeded on ES scaffolds and cultured. Constructs were evaluated for cell viability, gene expression, and mechanical properties. To determine potential for repair of meniscal defects, human meniscus avascular cells were seeded and cultured on aligned ES collagen scaffolds for 4 weeks before implantation. Surgical defects resembling ""longitudinal tears"" were created in the avascular zone of bovine meniscus and implanted with cell-seeded collagen scaffolds and cultured for 3 weeks. Tissue regeneration and integration were evaluated by histology, immunohistochemistry, mechanical testing, and magentic resonance imaging. Ex vivo implantation with cell-seeded collagen scaffolds resulted in neotissue that was significantly better integrated with the native tissue than acellular collagen scaffolds or untreated defects. Human meniscal cell-seeded ES collagen scaffolds may therefore be useful in facilitating meniscal repair of avascular meniscus tears.",Tissue engineering. Part A,eng,2016,Mar
Injectable shear-thinning hydrogels engineered with a self-assembling Dock-and-Lock mechanism.,"Injected therapeutics, such as cells or biological molecules, may have enhanced efficiency when delivered within a scaffold carrier. Here, we describe a dual-component Dock-and-Lock (DnL) self-assembly mechanism that can be used to construct shear-thinning, self-healing, and injectable hydrogels. One component is derived from the RIIα subunit of cAMP-dependent kinase A and is engineered as a telechelic protein with end groups that dimerize (docking step). The second component is derived from the anchoring domain of A-kinase anchoring protein (AD) and is attached to multi-arm crosslinker polymers and binds to the docked proteins (locking step). When mixed, these two DnL components form robust physical hydrogels instantaneously and under physiological conditions. Mechanical properties and erosion rates of DnL gels can be tuned through the AD peptide sequence, the concentration and ratio of each component, and the number of peptides on the cross-linking polymer. DnL gels immediately self-recover after deformation, are resistant to yield at strains as high as 400%, and completely self-heal irrespective of prior mechanical disruption. Mesenchymal stem cells mixed in DnL gels and injected through a fine needle remain highly viable (>90%) during the encapsulation and delivery process, and encapsulated large molecules are released with profiles that correspond to gel erosion. Thus, we have used molecular engineering strategies to develop cytocompatible and injectable hydrogels that have the potential to support cell and drug therapies.",Biomaterials,eng,2012,Mar
"Chinese ink: a programmable, dual-responsive and self-sensing actuator using a healing-assembling method.","Actuators have wide applications in soft robotics and bionic devices. Since the healing ability not only makes actuators have longer service lives, but also allows them to be programmable through welding and assembling, it is regarded as an important feature for state-of-the-art actuators. Nevertheless, it remains a great challenge to integrate multi-functional merits, such as multi-responsiveness, programmable shape-morphing, healing and self-sensing function, simultaneously into a monolithic actuating material. Here, we introduce Chinese ink, a carbon-based material used in traditional calligraphy, to develop programmable, dual-responsive and self-sensing actuators by a healing-assembling method. The ink is combined with graphene oxide (GO) to fabricate a double-layer ink/GO actuator, which shows bi-directional bending under near-infrared light or humidity, owing to the mismatch of the volume change between ink and GO films. The maximal bending curvature is up to 5.2 cm<sup>-1</sup>. Importantly, the entire ink/GO actuator can be healed with the aid of ink solution. Using the healing-assembling method to fabricate advanced structures including a Mobius ring, triangular rings and square rings, diverse actuating modes and complex 3D deformations such as a wavy shape and saddle shape are realized. This method also enables the construction of an artificial mimosa that shows a biomimetic stimulus-responsive behavior. In addition, the ink/GO actuator shows a self-sensing function, which is attributed to the thermoresistivity of the ink film. This research shows the huge potential of Chinese-ink-based actuators for use in smart materials, providing a new idea for the development of new generation multi-functional actuators.",Nanoscale,eng,2021,Dec
Amorphous TiO2 shells: an essential elastic buffer layer for high-performance self-healing eutectic GaSn nano-droplet room-temperature liquid metal battery.,"Gallium-based alloy liquid metal batteries currently face limitations such as volume expansion, unstable solid electrolyte interface (SEI) film and substantial capacity decay. In this study, amorphous titanium dioxide is used to coat eutectic GaSn nanodroplets (eGaSn NDs) to construct the core-shell structure of eGaSn@TiO2 nanodroplets (eGaSn@TiO2 NDs). The amorphous TiO2 shell (~6.5 nm) formed a stable SEI film, alleviated the volume expansion, and provided electron/ion transport channels to achieve excellent cycling performance and high specific capacity. The resulting eGaSn@TiO2 NDs exhibited high capacities of 580, 540, 515, 485, 456 and 426 mAh g-1 at 0.1, 0.2, 0.5, 1, 2 and 5 C, respectively. No significant decay was observed after more than 500 cycles with a capacity of 455 mAh g-1 at 1 C. In situ X-ray diffraction (in situ XRD) was used to explore the lithiation mechanism of the eGaSn negative electrode during discharge. This study elucidates the design of advanced liquid alloy-based negative electrode materials for high-performance liquid metal batteries (LMBs).","Chemistry (Weinheim an der Bergstrasse, Germany)",eng,2023,Aug
"The recent progress of synergistic supramolecular polymers: preparation, properties and applications.","Supramolecular polymers have the combined properties of both traditional polymers and supramolecules. They are generally formed via the self-assembled polymerization driven noncovalent interactions such as hydrogen bonding, π-π stacking, metal coordination, and host-guest interaction between building blocks. The driving force for the formation of supramolecular polymers has changed from single noncovalent interactions to multiple noncovalent interactions. The advantages of multiple noncovalent interactions driving the formation of supramolecular polymers are reviewed from four aspects: polymer construction, the enhancement of bonding strength, properties and topological structure. The applications are illustrated with detailed examples including self-healing, drug delivery, bioimaging, biomedicine, environmental sensing and electronics.","Chemical communications (Cambridge, England)",eng,2021,Feb
Construction of supramolecular hydrogels using imidazolidinyl urea as hydrogen bonding reinforced factor.,"The development of a new hydrogen bonding reinforced factor is of importance for the design and application of supramolecular hydrogels. Herein, we use a new reinforced factor, imidazolidinyl urea (IU), for the construction of hydrogen bonding supramolecular hydrogels. Poly(ethylene glycol) (PEG), three types of diisocyanates (isophorone diisocyanate (IPDI), 4,4'-methylene bis(cyclohexyl isocyanate) (HMDI) and 4,4'-methylene bis(phenyl isocyanate) (MDI)) and IU were employed to synthesize a series of polymers through hydroxyl-isocyanate chemistry. We found that increased IU content and hydrophobicity of the diisocyanates led to a higher gel-sol transition temperature of the polymer aqueous solutions, and the formed hydrogel showed great self-healing capability in response to external mechanical forces. Moreover, we found that improved diisocyanate hydrophobicity could endow the hydrogel with promising mechanical strength, with 1.6 MPa tensile stress and 460% elongation at the break. The advanced hydrogel can also efficiently dissipate energy during deformation and can quickly recover from 200% strain at room temperature without any assistance. Since IU is commercially available and ready for polymer preparation, our work provides a simple and convenient method for the development of hydrogen bonding supramolecular hydrogels with advanced properties.",Journal of materials chemistry. B,eng,2020,Apr
Self-Reducible Conjugated Microporous Polyaniline for Long-Term Selective Cr(VI) Detoxication Driven by Tunable Pore Dimension.,"A simple methodology to controllably tune the pore size and Cr(VI) adsorption capacity was reported herein to synthesize a new series of conjugated microporous polyaniline (CMPA) networks. The well-ordered micropore was acquired through our very recent Bristol-Xi'an Jiaotong method, and the pore size was fine-tuned to increase with the increasing length of linkers, mimicking covalent organic frameworks and metal organic frameworks very much. A selective ultrahigh adsorption capacity of 520.8 mg/g was achieved by CMPA-1 in a very fast manner, with a systematically gradual decrease to 173.9 mg/g of CMPA-3 by enlarging the pore size of the networks, featuring tunable adsorption capacity through molecular-size-recognition mechanism. Additionally, our robust CMPA networks, which were constructed by Buchwald-Hartwig chemistry, showed the complete function of polyaniline and were capable of providing, besides large storage capacity for Cr(III), at least 10 reductant/desorption-free cycles for effective Cr(VI) reduction and detoxication through their novel self-reducible redox states. Outcomes showed that our CMPAs could be applied as new self-healing scavengers in the next generation for Cr(VI) storage and detoxication.",ACS applied materials & interfaces,eng,2020,Jun
Bonding Mechanical Properties between SMA Fiber and ECC Matrix under Direct Pullout Loads.,"SMAF-ECC material composed of shape memory alloy fiber (SMAF) and engineered cementitious composite (ECC) has good bending and tensile properties, as well as good crack self-healing ability, energy consumption, and self-centering ability. The bond behavior between fiber and matrix is crucial to the effective utilization of the superelasticity of SMAF. The experimental study considered three variables: SMA fiber diameter, fiber end shape, and bond length. The pullout stress-strain curve of SMAF was obtained, and the maximum pullout stress, maximum bond stress, and fiber utilization rate were analyzed. Compared with the straight end and the hook end, the maximum pullout stress of the specimen using the knotted end SMAF is above 900 MPa, the fiber undergoes martensitic transformation, and the fiber utilization rate is above 80%, indicating that the setting of the knotted end can give full play to the superelasticity of the SMAF. Within the effective bond length range, increasing the bond length can increase the maximum anchorage force of the knotted end SMAF. Increasing the fiber diameter can increase the maximum pullout stress and maximum anchoring force of the knotted end SMAF but reduce the utilization rate of SMA fiber. This study provides a reliable theoretical basis for the bonding properties between SMAF and ECC.","Materials (Basel, Switzerland)",eng,2023,Mar
"Engineering the viscoelasticity of gelatin methacryloyl (GelMA) hydrogels via small ""dynamic bridges"" to regulate BMSC behaviors for osteochondral regeneration.","The dynamic extracellular matrix (ECM) constantly affects the behaviors of cells. To mimic the dynamics of ECM with controllable stiffness and energy dissipation, this study proposes a strategy in which a small molecule, 3,4-dihydroxybenzaldehyde (DB), was used as fast ""dynamic bridges'' to construct viscoelastic gelatin methacryloyl (GelMA)-based hydrogels. The storage modulus and loss modulus of hydrogels were independently adjusted by the covalent crosslinking density and by the number of dynamic bonds. The hydrogels exhibited self-healing property, injectability, excellent adhesion and mechanical properties. Moreover, the <i>in vitro</i> results revealed that the viscous dissipation of hydrogels favored the spreading, proliferation, osteogenesis and chondrogenesis of bone marrow mesenchymal stem cells (BMSCs), but suppressed their adipogenesis. RNA-sequencing and immunofluorescence suggested that the viscous dissipation of hydrogels activated Yes-associated protein (YAP) by stabilizing integrin β1, and further promoted nuclear translocation of smad2/3 and β-catenin to enhance chondrogenesis and osteogenesis. As a result, the viscoelastic GelMA hydrogels with highest loss modulus showed best effect in cartilage and subchondral bone repair. Taken together, findings from this study reveal an effective strategy to fabricate viscoelastic hydrogels for modulating the interactions between cells and dynamic ECM to promote tissue regeneration.",Bioactive materials,eng,2023,Jul
Pro-Regenerative Hydrogel Restores Scarless Skin during Cutaneous Wound Healing.,"The transformation of fibrotic healing process to regenerative one has great potential to fully restore wounded skin. The M2 macrophage phenotype promotes constructive tissue remodeling and instructs tissue repair in a regenerative manner. It is hypothesized that hydrogels that can establish robustness of endogenous cells to regulate M2 phenotype will promote constructive dermal remodeling. Toward this end, a series of dextran-based bioabsorbable hydrogels are developed and self-crosslinkable dextran-isocyanatoethyl methacrylate-ethylamine (DexIEME) is identified as the potential scaffold. The initial screening study revealed that DexIEME has superior biocompatibility in varying concentrations. Although DexIEME brings about low proinflammatory responses, it promotes M2 macrophage phenotype. Then the optimized hydrogel formulation is tested for acute skin injuries using both murine and porcine models. Preliminary data demonstrated that the innovative DexIEME hydrogel promotes complete skin regeneration with hair regrowth on pre-existing scars, while untreated scars remain intact. Preclinical studies further demonstrated that the DexIEME hydrogel regenerated perfect skin during deep porcine wound healing. Overall, the approach to investigate immune-modulated hydrogels yields pro-regenerative DexIEME hydrogel, which may lead to greater clinical success in treating deep dermal injury and attenuating scar formation.",Advanced healthcare materials,eng,2017,Dec
Reducing pesticide spraying drift by folate/Zn<sup>2+</sup> supramolecular hydrogels.,The purpose of this study was to use folic acid and zinc nitrate to construct a biocompatible supramolecular hydrogel loaded with the herbicide dicamba as an ultra-low-volume spray formulation. The drift potential of the hydrogel was studied by simulating the field environment in a wind tunnel.,Pest management science,eng,2021,Nov
High level of calcium carbonate precipitation achieved by mixed culture containing ureolytic and nonureolytic bacterial strains.,"This study demonstrates a remarkably high level of microbial-induced calcium carbonate precipitation (MICP) using a mixed culture containing TBRC 1396 (Priestia megaterium), TBRC 8147 (Neobacillus drentensis) and ATCC 11859 (Sporosarcina pasteurii) bacterial strains. The mixed culture produced CaCO<sub>3</sub> weights 1·4 times higher than those obtained from S. pasteurii, the gold standard for efficient MICP processes. The three strains were selected after characterization of various Bacillus spp. and related species for their ability to induce the MICP process, especially in an alkaline and high-temperature environment. Results showed that the TBRC 1396 and TBRC 8147 strains, as well as TBRC 5949 (Bacillus subtilis) and TBRC 8986 (Priestia aryabhattai) strains, could generate calcium carbonate at pH 9-12 and temperature 30-40°C, which is suitable for construction and consolidation purposes. The TBRC 8147 strain also exhibited CaCO<sub>3</sub> precipitation at 45°C. The TBRC 8986 and TBRC 8147 strains are nonureolytic bacteria capable of MICP in the absence of urea, which can be used to avoid the generation of undesirable ammonia associated with the ureolytic MICP process. These findings facilitate the successful use of MICP as a sustainable and environmentally friendly technology for the development of various materials, including self-healing concrete and soil consolidation.",Letters in applied microbiology,eng,2022,Oct
Highly conductive and tough polyacrylamide/sodium alginate hydrogel with uniformly distributed polypyrrole nanospheres for wearable strain sensors.,"Conductive hydrogels have attracted widespread attention because of their integrated characteristics of being stretchable, deformable, adhesive, self-healable, and conductive. Herein, we report a highly conductive and tough double-network hydrogel based on a double cross-linked polyacrylamide (PAAM) and sodium alginate (SA) network with conducting polypyrrole nanospheres (PPy NSs) uniformly distributed in the network (PAAM-SA-PPy NSs). SA was employed as a soft template for synthesis of PPy NSs and distribution of PPy NSs uniformly in the hydrogel matrix to construct SA-PPy conductive network. The PAAM-SA-PPy NS hydrogel exhibited both high electrical conductivity (6.44 S/m) and excellent mechanical properties (tensile strength of 560 kPa at 870 %), as along as high toughness, high biocompatibility, good self-healing and adhesion properties. The assembled strain sensors showed high sensitivity and a wide sensing range (a gauge factor of 1.89 for 0-400 % strain and 4.53 for 400-800 % strain, respectively), as well as fast responsiveness and reliable stability. When used as a wearable strain sensor, it was able to monitor a series of physical signals from human large-scale joint motions and subtle muscle movements. This work provides a new strategy for the development of electronic skins and flexible strain sensors.",Carbohydrate polymers,eng,2023,Sep
Osteoblast/Osteoclast and Immune Cocktail Therapy of an Exosome/Drug Delivery Multifunctional Hydrogel Accelerates Fracture Repair.,"The osteoblast/osteoclast and M1/M2 macrophage ratios play critical roles in delayed fracture healing. Robust osteoblast differentiation and M2 macrophage polarization can substantiality promote fracture repair; however, the combined effect of these strategies has not been previously studied. In this study, we constructed a cocktail therapy to simultaneously regulate the osteoblast/osteoclast and M1/M2 macrophage balance. The cocktail therapy composed of a natural polymer hyaluronic-acid-based hydrogel (HA hydrogel, which has a tissue-adhesive, injectable, self-healing, anti-inflammation profile), engineered endothelial cell-derived exosomes (EC-Exos<sup>miR-26a-5p</sup>), and APY29, an IRE-1α inhibitor. This allowed for specific delivery of EC-Exos<sup>miR-26a-5p</sup> and APY29 for osteoblast/osteoclast and macrophage regulation, respectively. The results suggested that the cocktail therapy exerted pro-fracture repair effects with each of its components established as indispensable. The assessed cocktail therapy provides insight into synergistic strategies and is useful for developing more suitable pro-fracture repair therapy.",ACS nano,eng,2022,Jan
3D Printed Cartilage-Like Tissue Constructs with Spatially Controlled Mechanical Properties.,"Developing biomimetic cartilaginous tissues that support locomotion while maintaining chondrogenic behavior is a major challenge in the tissue engineering field. Specifically, while locomotive forces demand tissues with strong mechanical properties, chondrogenesis requires a soft microenvironment. To address this challenge, 3D cartilage-like tissue is bioprinted using two biomaterials with different mechanical properties: a hard biomaterial to reflect the macromechanical properties of native cartilage, and a soft biomaterial to create a chondrogenic microenvironment. To this end, a hard biomaterial (MPa order compressive modulus) composed of an interpenetrating polymer network (IPN) of polyethylene glycol (PEG) and alginate hydrogel is developed as an extracellular matrix (ECM) with self-healing properties, but low diffusive capacity. Within this bath supplemented with thrombin, fibrinogen containing human mesenchymal stem cell (hMSC) spheroids is bioprinted forming fibrin, as the soft biomaterial (kPa order compressive modulus) to simulate cartilage's pericellular matrix and allow a fast diffusion of nutrients. The bioprinted hMSC spheroids improve viability and chondrogenic-like behavior without adversely affecting the macromechanical properties of the tissue. Therefore, the ability to print locally soft and cell stimulating microenvironments inside of a mechanically robust hydrogel is demonstrated, thereby uncoupling the micro- and macromechanical properties of the 3D printed tissues such as cartilage.",Advanced functional materials,eng,2019,Dec
Mechanoactive Nanocomposite Hydrogel to Accelerate Wound Repair in Movable Parts.,"Dynamic full-thickness skin wound healing remains an intricate problem due to the humid environment and frequent exercise. Recently, multifunctional hydrogels have a great promise in wound repair. However, traditional hydrogels only keep the wound moist, protect the wound from bacterial infection, and cannot actively drive dynamic wound closure. Inspired by embryo wound active closure, we constructed a double-sided thermoresponsive mechanoactive (DTM) hydrogel that combines good flexibility, self-healing, wet-tissue adhesion, and antibacterial functions. The strong adhesion of the hydrogel to biological tissues is attributed to ""multiple hydrogen bonding clusters"" without any chemical reaction. The contraction force triggered by temperature is quickly transmitted to dynamic wound edges to resist external mechanical forces and drive wound closure, which can effectively avoid damage to surrounding healthy tissue and reduce the risk of scarring, infection, and inflammation caused by sutures, staples, or clips. Strikingly, in vivo, this hydrogel bandage actively enhanced wound repair in a full-thickness skin defect model by promoting collagen deposition, facilitating angiogenesis, and accelerating wound re-epithelialization. This mechanoactive biological method will provide a facile strategy for joint wound management and demonstrates strong potential in tissue remodeling.",ACS nano,eng,2022,Dec
Recent Progress in Electronic Skin.,"The skin is the largest organ of the human body and can sense pressure, temperature, and other complex environmental stimuli or conditions. The mimicry of human skin's sensory ability via electronics is a topic of innovative research that could find broad applications in robotics, artificial intelligence, and human-machine interfaces, all of which promote the development of electronic skin (e-skin). To imitate tactile sensing via e-skins, flexible and stretchable pressure sensor arrays are constructed based on different transduction mechanisms and structural designs. These arrays can map pressure with high resolution and rapid response beyond that of human perception. Multi-modal force sensing, temperature, and humidity detection, as well as self-healing abilities are also exploited for multi-functional e-skins. Other recent progress in this field includes the integration with high-density flexible circuits for signal processing, the combination with wireless technology for convenient sensing and energy/data transfer, and the development of self-powered e-skins. Future opportunities lie in the fabrication of highly intelligent e-skins that can sense and respond to variations in the external environment. The rapidly increasing innovations in this area will be important to the scientific community and to the future of human life.","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",eng,2015,Oct
Generation of Self-assembled Vascularized Human Skin Equivalents.,"Human skin equivalents (HSEs) are tissue engineered constructs that model epidermal and dermal components of human skin. These models have been used to study skin development, wound healing, and grafting techniques. Many HSEs continue to lack vasculature and are additionally analyzed through post-culture histological sectioning which limits volumetric assessment of the structure. Presented here is a straightforward protocol utilizing accessible materials to generate vascularized human skin equivalents (VHSE); further described are volumetric imaging and quantification techniques of these constructs. Briefly, VHSEs are constructed in 12 well culture inserts in which dermal and epidermal cells are seeded into rat tail collagen type I gel. The dermal compartment is made up of fibroblast and endothelial cells dispersed throughout collagen gel. The epidermal compartment is made up of keratinocytes (skin epithelial cells) that differentiate at the air-liquid interface. Importantly, these methods are customizable based on needs of the researcher, with results demonstrating VHSE generation with two different fibroblast cell types: human dermal fibroblasts (hDF) and human lung fibroblasts (IMR90s). VHSEs were developed, imaged through confocal microscopy, and volumetrically analyzed using computational software at 4- and 8-week timepoints. An optimized process to fix, stain, image, and clear VHSEs for volumetric examination is described. This comprehensive model, imaging, and analysis techniques are readily customizable to the specific research needs of individual labs with or without prior HSE experience.",Journal of visualized experiments : JoVE,eng,2021,Feb
Recombinant Spider Silk Functionalized Silkworm Silk Matrices as Potential Bioactive Wound Dressings and Skin Grafts.,"Silk is considered to be a potential biomaterial for a wide number of biomedical applications. Silk fibroin (SF) can be retrieved in sufficient quantities from the cocoons produced by silkworms. While it is easy to formulate into scaffolds with favorable mechanical properties, the natural SF does not contain bioactive functions. Spider silk proteins, on the contrary, can be produced in fusion with bioactive protein domains, but the recombinant procedures are expensive, and large-scale production is challenging. We combine the two types of silk to fabricate affordable, functional tissue-engineered constructs for wound-healing applications. Nanofibrous mats and microporous scaffolds made of natural silkworm SF are used as a bulk material that are top-coated with the recombinant spider silk protein (4RepCT) in fusion with a cell-binding motif, antimicrobial peptides, and a growth factor. For this, the inherent silk properties are utilized to form interactions between the two silk types by self-assembly. The intended function, that is, improved cell adhesion, antimicrobial activity, and growth factor stimulation, could be demonstrated for the obtained functionalized silk mats. As a skin prototype, SF scaffolds coated with functionalized silk are cocultured with multiple cell types to demonstrate formation of a bilayered tissue construct with a keratinized epidermal layer under in vitro conditions. The encouraging results support this strategy of fabrication of an affordable bioactive SF-spider silk-based biomaterial for wound dressings and skin substitutes.",ACS applied materials & interfaces,eng,2018,Jul
High-Strength and Injectable Supramolecular Hydrogel Self-Assembled by Monomeric Nucleoside for Tooth-Extraction Wound Healing.,"Hydrogels with high mechanical strength and injectability have attracted extensive attention in biomedical and tissue engineering. However, endowing a hydrogel with both properties is challenging because they are generally inversely related. In this work, by constructing a multi-hydrogen-bonding system, a high-strength and injectable supramolecular hydrogel is successfully fabricated. It is constructed by the self-assembly of a monomeric nucleoside molecular gelator (2-amino-2'-fluoro-2'-deoxyadenosine (2-FA)) with distilled water/phosphate buffered saline as solvent. Its storage modulus reaches 1 MPa at a concentration of 5.0 wt%, which is the strongest supramolecular hydrogel comprising an ultralow-molecular-weight (MW < 300) gelator. Furthermore, it exhibits excellent shear-thinning injectability, and completes the sol-gel transition in seconds after injection at 37 °C. The multi-hydrogen-bonding system is essentially based on the synergistic interactions between the double NH<sub>2</sub> groups, water molecules, and 2'-F atoms. Furthermore, the 2-FA hydrogel exhibits excellent biocompatibility and antibacterial activity. When applied to rat molar extraction sockets, compared to natural healing and the commercial hemorrhage agent gelatin sponge, the 2-FA hydrogel exhibits faster degradation and induces less osteoclastic activity and inflammatory infiltration, resulting in more complete bone healing. In summary, this study provides ideas for proposing a multifunctional, high-strength, and injectable supramolecular hydrogel for various biomedical engineering applications.","Advanced materials (Deerfield Beach, Fla.)",eng,2022,Apr
